title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Freud's Last Session",movie,Drama,2023,tt20420628,6.1,6459,
"A Magical Christmas Village",movie,"Comedy, Family, Romance",2022,tt22246514,6.1,1338,
"Apocalypse on Wheels",movie,"Documentary, Drama",2009,tt1617004,6.6,41,
"We Wish You a Married Christmas",movie,"Comedy, Romance",2022,tt20876910,5.9,1405,
"Ghosts of Christmas Always",movie,"Fantasy, Romance",2022,tt20193354,7.4,2261,
"Christmas Bedtime Stories",movie,"Comedy, Drama, Romance",2022,tt22258178,5.1,1078,
"A Maple Valley Christmas",movie,"Comedy, Drama, Romance",2022,tt21841642,6.3,1621,
"Nemá tajemství",movie,"Drama, Mystery",2023,tt17054364,7.1,218,
"Yvonne Orji: A Whole Me",movie,Comedy,2022,,,,
"Batali: The Fall of a Superstar Chef",movie,Documentary,2022,tt22300464,6.3,71,
"The Best Century of My Life",movie,Comedy,2023,tt26907957,6.1,638,
"My So-Called High School Rank",movie,Documentary,2022,tt22260918,6.5,104,
"Christmas Class Reunion",movie,"Comedy, Drama, Fantasy",2022,tt18884832,6.1,1234,
"Three Wise Men and a Baby",movie,"Comedy, Drama",2022,tt22247482,7.5,4310,
"The Holiday Stocking",movie,"Comedy, Drama, Family",2022,tt22308008,6.5,664,
"A Tale of Two Christmases",movie,"Comedy, Drama, Romance",2022,tt22247650,5.7,978,
"'Twas the Night Before Christmas",movie,"Comedy, Drama, Family",2022,tt22307338,6.6,1133,
"A Fabled Holiday",movie,"Comedy, Drama, Romance",2022,tt22295836,6.6,1694,
#Xmas,movie,"Comedy, Drama, Romance",2022,tt9892854,5.8,1350,
"A Christmas Cookie Catastrophe",movie,"Comedy, Romance",2022,tt22207828,6.4,1247,
"Hanukkah on Rye",movie,"Comedy, Drama, Family",2022,tt22307422,7.3,1418,
"Haul Out the Holly",movie,"Comedy, Drama, Fantasy",2022,tt21359036,6,3869,
"My Southern Family Christmas",movie,"Comedy, Drama",2022,tt22247540,7,1593,
"The Great Holiday Bake War",movie,"Comedy, Drama, Romance",2022,tt22245568,5.6,178,
"Holiday Harmony",movie,"Comedy, Drama, Music",2022,tt22814692,6.2,1539,
"A Hollywood Christmas",movie,"Comedy, Drama, Romance",2022,tt21950514,5.2,1654,
"The Curse of the Highgate Vampire",movie,Documentary,2021,tt23037030,4.3,67,
"Someone Like You",movie,Romance,2024,tt22334258,5.8,2097,
"Águila y Jaguar: Los Guerreros Legendarios",movie,Animation,2022,tt21230032,6.6,467,
"The Stolen Valley",movie,"Action, Western",2022,tt13414318,4.7,268,
"Say Hey, Willie Mays!",movie,"Biography, Documentary, Sport",2022,tt14596934,7.5,637,
"Dangerous Men",movie,"Comedy, Crime",2022,tt14741860,6,882,
Vasil,movie,Drama,2022,tt14081736,6.5,751,
"Till Love Do Us Part",movie,"Drama, Romance",2022,tt22398346,7,95,
Boss,movie,"Crime, Drama, Thriller",2023,tt18557754,6.8,682,
"The Munsters: Return to Mockingbird Lane",movie,Documentary,2022,,,,
"Behind the Haystacks",movie,"Drama, Family, Thriller",2022,tt19631646,7.1,929,
"Good Old Czechs",movie,Documentary,2022,tt21439102,7.7,53,
"The Case of the Christmas Diamond",movie,"Comedy, Drama, Mystery",2022,tt22192262,5.3,444,
"The Search for Secret Santa",movie,Mystery,2022,tt22185852,5.5,350,
"A Prince and Pauper Christmas",movie,"Comedy, Crime, Mystery",2022,tt22261236,5.6,386,
"Talk Black",movie,"Comedy, Short",2021,tt15582948,8.7,59,
"Almost Human: Rise of the Apes",movie,Documentary,2022,tt21639034,6.1,41,
"The Blind",movie,Drama,2023,tt16374352,6.2,2478,
"A Game of Secrets",movie,Documentary,2022,tt19386172,6.3,289,
"Christmas, No Filter",movie,Family,2022,tt14945492,5.1,119,
"Year One: A Political Odyssey",movie,Documentary,2022,tt22525694,5.3,356,
"MICHAEL KOCÁB - ROCKER VS. POLITICIAN",movie,Documentary,2022,,,,
"Real Love",movie,"Drama, Romance",2023,tt27230149,7.3,596,
"Dognapped: Hound for the Holidays",movie,"Mystery, Romance",2022,tt23029064,4.4,298,
"The Curse of Robert the Doll",movie,"Documentary, Drama, Fantasy",2022,tt21967800,5.7,128,
"Mortal Kombat Legends: Cage Match",movie,"Action, Adventure, Animation",2023,tt22698070,5.9,2269,
"The 12 Days of Christmas Eve",movie,Comedy,2022,tt22527810,6.2,1496,
"The Fastest Woman on Earth",movie,"Documentary, Sport",2022,tt22687772,7.6,534,
Chinas,movie,Drama,2023,tt21282898,6.9,1003,
"A Tree of Life",movie,Documentary,2022,tt20417166,6.6,271,
"The Murder of Gabby Petito: What Really Happened",movie,"Crime, Documentary",2022,tt22335748,6,259,
Uproar,movie,Drama,2023,tt20255028,6.6,1450,
"The Delay",movie,,2022,,,,
Kunstkamera,movie,Documentary,2022,tt21413970,6.2,35,
"One Day All This Will Be Yours",movie,"Comedy, Drama, Music",2023,tt15282128,6,1262,
"Chambre avec vue",movie,"Comedy, Drama",2022,,,,
"Camilo: El Primer Tour De Mi Vida",movie,"Documentary, Music",2022,tt22864958,6.9,18,
"Ghosts of Flight 401",movie,"Documentary, Drama, Fantasy",2022,tt21967808,4.8,136,
Larry,movie,Drama,2022,tt12952376,7.8,1812,
"Tut: A Century of Secrets",movie,Documentary,2022,tt22782314,6.9,65,
"By Design: The Joe Caroff Story",movie,Documentary,2022,tt23318932,7.4,100,
"Chris Redd: Why am I Like This?",movie,Comedy,2022,tt23625326,6.7,153,
"A simple plan",movie,,2012,,,,
"I Heard the Bells",movie,"Biography, Drama, Family",2022,tt21084334,6.7,1047,
"The Freeway Killer: Lost Murder Tapes",movie,"Crime, Documentary",2022,tt22335688,6.5,216,
"Desperation Road",movie,"Crime, Drama, Thriller",2023,tt14633464,5.8,4767,
"Lil Rel Howery: I Said It. Y'all Thinking It",movie,Comedy,2022,tt23196592,5.6,148,
"The American Society of Magical Negroes",movie,"Comedy, Fantasy",2024,tt30007864,3.7,11917,
"Ruby Gillman: Teenage Kraken",movie,"Animation, Comedy, Romance",2023,tt27155038,5.7,12730,
"The Land Within",movie,"Drama, Mystery, Thriller",2022,tt12390218,5.9,294,
"Ian Lara: Romantic Comedy",movie,Comedy,2022,tt23650190,6.9,90,
"Entre Nos: The Winners 3",movie,Comedy,2022,tt21090772,,,
"Entre Nos: The Winners 2",movie,Comedy,2021,tt15532736,,,
"Ghost Adventures: Cecil Hotel",movie,Documentary,2023,,,,
"Tut's Toxic Tomb",movie,"Documentary, History, Mystery",2022,tt23574976,6.8,58,
"Our 2 Moms",movie,Reality-TV,2022,tt22879278,6.8,35,
"Can't Quit Mom",movie,Comedy,2022,tt17371682,6.1,92,
"3 Ring Inferno",movie,Horror,2022,tt16161744,4.8,166,
Ivalu,movie,"Drama, Short",2023,tt22054902,6.3,1413,
Mutt,movie,Drama,2023,tt22777288,6.3,1171,
"Who Invited Charlie?",movie,Comedy,2022,tt16021872,5.4,679,
"Thank you, have a nice day",movie,"Drama, Short",2023,tt29218836,6.2,16,
"Santa Camp",movie,"Documentary, Reality-TV",2022,tt22748100,6.5,864,
"Na twoim miejscu",movie,Comedy,2023,tt19037470,5.3,184,
"Tesciowie 2",movie,Comedy,2023,tt22437798,6,977,
"The Beautiful Summer",movie,Drama,2023,tt9320170,5.5,607,
"The Chambermaid",movie,"Drama, History, Romance",2022,tt12981832,6.5,326,
"Citizen Miko",movie,Documentary,2023,tt26934897,7,7,
"Love & Revolution",movie,"Comedy, Drama",2023,tt22643896,7,1597,
Sterling,movie,"Drama, Short",2019,tt9855856,8,32,
"Villeneuve Pironi",movie,"Biography, Documentary, Sport",2022,tt16306090,7.5,629,
Familiar,movie,Drama,2023,tt27618736,6.2,197,
"Apolonia, Apolonia",movie,"Biography, Documentary",2022,tt22768450,7.1,925,
"Arthur Hanlon Presents: Piano y Mujer II",movie,Music,2022,,,,
"Gumbo Coalition",movie,Documentary,2022,tt22777586,7,91,
"Polish Prayers",movie,Documentary,2022,tt23133114,6.1,165,
Trader,movie,Thriller,2022,tt14101678,5.2,291,
Fremont,movie,Drama,2023,tt8591526,6.9,3602,
"Empire Waist",movie,"Comedy, Drama",2024,tt15823456,6.7,169,
"January 6th",movie,"Crime, Documentary, History",2022,tt22502868,6.3,645,
"The 2022 Rock & Roll Hall of Fame Induction Ceremony",movie,Music,2022,tt23916308,7.3,108,
Slobodní,movie,Documentary,2022,,,,
Disturbia,movie,Horror,2022,,,,
"Wild Hawaii",movie,Documentary,2012,tt2498594,7.4,28,
"Morality is Goodness",movie,Documentary,2022,tt24659894,9,190,
Muxes,movie,Documentary,2022,,,,
"Artemis 1: Going Back To The Moon",movie,Documentary,2022,,,,
"Atsuko Okatsuka: The Intruder",movie,Comedy,2022,,,,
"Ágnes Keleti - Conquering time",movie,Documentary,2022,tt21380204,8.2,55,
"Lizzo: Live in Concert",movie,Music,2022,tt25406946,6.4,194,
"Ask Dr. Baden: An Autopsy Special",movie,"Crime, Documentary",2005,tt0439455,8,57,
Jailbird,movie,"Comedy, Drama",2022,tt16961210,5.3,125,
"Bama Rush",movie,Documentary,2023,tt21814814,4.3,2063,
"Destroy All Aliens",movie,"Action, Adventure, Comedy, Animation",2013,,,,
Affrikáta,movie,"Drama, Short",2022,tt13376442,6.6,52,
"Thomas & Friends: All Engines Go - The Mystery of Lookout Mountain",movie,Animation,2022,tt21171418,3.8,64,
Solitude,movie,Drama,2023,tt26218798,6.9,379,
"Andrea's Love",movie,"Adventure, Comedy",2023,tt21880610,6.1,155,
"Tut's Lost City Revealed",movie,History,2022,tt22910702,7.5,37,
Coup!,movie,"Comedy, Thriller",2023,tt23793170,6.1,2537,
"Some Birds",movie,"Comedy, Drama",2023,tt23546320,6.9,650,
"Holy Dilemma",movie,Documentary,2022,tt14039944,7.3,85,
"Good Guy with a Gun",movie,"Drama, Thriller",2022,tt14643166,5.3,195,
"Pelosi in the House",movie,"Biography, Documentary",2022,tt23852952,5.8,1355,
"The Christmas Games",movie,Comedy,2022,tt18263854,6.5,42,
"Rock Dog 3: Battle the Beat",movie,"Adventure, Animation, Comedy",2022,tt11207270,4.8,302,
Supernova,movie,Drama,2023,tt22497728,5.7,108,
"Love to Love You, Donna Summer",movie,"Documentary, Music",2023,tt16442822,6.5,1327,
"Sesame Street: The Nutcracker",movie,Animation,2022,tt24020274,7,25,
"Call Me Miss Cleo",movie,Documentary,2022,tt24443706,5.5,837,
"Mariupol: The People's Story",movie,"Documentary, War",2022,tt26769803,7.9,258,
"Silents, Please! A Love Letter to the Silent Era",movie,Documentary,2020,,,,"AG, BB, BS, HN, NI, TT, US"
"Oprah and Quinta Brunson Abbott Elementary",movie,"Documentary, TV Movie",2022,,,,
"Irmão do Jorel Especial de Natal: Irmão do Noel",movie,"Animation, Music, Short",2022,tt24855390,8.2,33,
"Jugada Peligrosa",movie,"Documentary, History, Sport",2022,tt28654836,7.4,15,
"The Coffee Table",movie,"Comedy, Drama, Horror",2022,tt21874760,6.7,9297,
"It's Beginning to Look a Lot Like Murder",movie,Mystery,2022,tt23705480,5.2,206,
"You'll Be Home For Christmas",movie,"TV Movie",2020,,,,
Paprika,movie,Animation,2019,,,,
"The Persian Version",movie,"Comedy, Drama, Romance",2023,tt24076146,6.2,4275,
"The Stroll",movie,Documentary,2023,tt24079774,7.2,850,
Mamacruz,movie,"Comedy, Drama",2023,tt12390330,6.5,422,
Slow,movie,"Drama, Romance",2023,tt15289510,7.1,2180,
"Going to Mars: The Nikki Giovanni Project",movie,Documentary,2023,tt7196012,6.8,695,
"Fantastic Machine",movie,Documentary,2023,tt24082520,6.9,908,
Pianoforte,movie,"Documentary, Music",2023,tt24082644,7.3,499,
Radical,movie,Drama,2023,tt14570440,7.8,6595,
"Almost Entirely a Slight Disaster",movie,"Comedy, Drama",2023,tt22939030,5.9,557,
"Little Dixie",movie,"Action, Crime, Thriller",2023,tt13614388,4.9,1864,
"The Da Vinci Code Mystery Special",movie,,2006,,,,
"Devil in the Mountains",movie,"Crime, Documentary",2022,tt26213312,7.8,90,
"The Great Nothing",movie,Documentary,2023,tt27193714,7.1,55,
"Sea Sparkle",movie,Family,2023,tt11773174,6.3,205,
"The Burdened",movie,Drama,2023,tt16611924,7,742,
"A Stork's Journey 2",movie,"Adventure, Animation, Family",2023,tt14514964,5.1,378,
INNERSPACE,movie,"Music, Mystery, Science Fiction",2022,,,,
Afraid,movie,"Horror, Mystery, Sci-Fi",2024,tt24577462,5.2,13580,
"Dr. Pimple Popper: With Every Cyst-mas Card I Write",movie,,2022,,,,
"Sweet Dreams",movie,"Comedy, Drama, Sport",2024,tt22399738,5.4,1399,
Widerstand,movie,"Comedy, Short",2019,tt21068018,,,
Exodus,movie,Drama,2023,tt15021154,6.9,3786,
"Gaga Chromatica Ball",movie,"Music, Musical",2024,tt29794647,8.1,1977,
"Me he hecho viral",movie,Comedy,2023,tt20420798,5.4,665,
"Como Dios manda",movie,Comedy,2023,tt15502664,5.2,709,
"Like Sheep Among Wolves",movie,"Crime, Drama, Thriller",2023,tt18351790,6.3,575,
"How to Murder Your Husband",movie,Drama,2023,tt23668756,5.1,606,
Unseen,movie,"Horror, Thriller",2023,tt17201166,5.8,2389,
"When Love Springs",movie,"Comedy, Romance",2023,tt24484852,6.3,888,
"Cats & Dogs",movie,Documentary,2023,,,,
"Sweeter Than Chocolate",movie,"Comedy, Romance",2023,tt25391002,6.7,1267,
"A Paris Proposal",movie,"Comedy, Romance",2023,tt25391064,6.4,1120,
"Made for Each Other",movie,"Comedy, Fantasy, Romance",2023,tt25391120,5.9,809,
"Miss Patti",movie,"Comedy, Short",2022,tt18752576,6.8,11,
Hajjan,movie,Drama,2023,tt15048870,7,351,
"Inshallah a Boy",movie,Drama,2023,tt25406412,7.2,1665,
"A Nashville Legacy",movie,"Comedy, Drama, Romance",2023,tt25391134,6.4,323,
"BS High",movie,"Documentary, Sport",2023,tt21929748,7.2,1562,
"El Paraiso",movie,Drama,2023,tt21905608,6.7,296,
Thanksgiving,movie,"Comedy, Horror, Mystery",2023,tt1448754,6.2,70437,
"Just a Boy From Tupelo: Bringing Elvis to the Big Screen",movie,Documentary,2023,,,,
"Norwegian Dream",movie,"Drama, Romance",2023,tt16982622,6.4,1104,
Elaha,movie,Drama,2023,tt25366350,6.7,347,
"Restore Point",movie,"Crime, Drama, Sci-Fi",2023,tt9362492,6.2,2561,
Disquiet,movie,"Horror, Mystery, Thriller",2023,tt25869142,3.8,3019,
"Fear and Loathing in Las Vegas: Live at Summer Sonic 2022",movie,,2022,,,,
"The Successor",movie,"Drama, Thriller",2023,tt26597953,6.8,1480,
"Night Swim",movie,"Horror, Mystery, Thriller",2024,tt9682428,4.7,27060,
"Our Blossom",movie,Romance,2023,tt16358200,4.6,603,
Taximetristi,movie,"Comedy, Drama",2023,tt21434882,7,3684,
"Down Low",movie,Comedy,2023,tt14592044,5.6,2634,
"Being Mary Tyler Moore",movie,Documentary,2023,tt26084136,7.5,1209,
"Self Reliance",movie,"Comedy, Thriller",2023,tt26084002,6,18014,
"You Were My First Boyfriend",movie,Documentary,2023,tt11840016,6,190,
"F**Ked Up",movie,,2017,,,,
"Great Photo, Lovely Life",movie,Documentary,2023,tt11331792,7.4,1779,
"Last Stop Larrimah",movie,"Crime, Documentary, Mystery",2023,tt26081866,7.1,2629,
"Christmas Eve in Miller's Point",movie,"Comedy, Drama",2024,tt25052668,5.6,2290,
Championext,movie,Comedy,2023,tt21881982,6.1,1217,
"About Thirty",movie,Comedy,2023,tt26342673,6.7,311,
"How to Have Sex",movie,Drama,2023,tt22890246,6.5,19907,
"The Girl Who Escaped: The Kara Robinson Story",movie,"Crime, Drama, Thriller",2023,tt25602750,6.2,5143,
"Little Bone Lodge",movie,"Crime, Horror, Mystery",2023,tt19858164,6,12791,
"All the Colours of the World Are Between Black and White",movie,"Drama, Romance",2023,tt25161220,6.2,230,
"The Shadowless Tower",movie,Drama,2023,tt26441793,6.6,516,
"Kiss the Future",movie,"Documentary, Music",2023,tt17022868,7.6,656,
"Without Air",movie,Drama,2023,tt15495540,7.2,1004,
"The First Two",movie,"Drama, Romance",2023,tt19796736,6.9,109,
"Gaby's Hills",movie,"Drama, Short",2023,tt27051815,7,40,
"Drew's Dream Car",movie,Reality-TV,2021,tt21188840,6,11,
"Marc Maron: From Bleak to Dark",movie,"Comedy, Documentary",2023,tt26453369,7.1,1458,
"Sweet on You",movie,"Comedy, Drama, Romance",2023,tt23785162,5.8,449,
Stepne,movie,Drama,2023,tt28291829,5.8,126,
"L'ultima volta che siamo stati bambini",movie,Comedy,2023,tt18925116,6.6,706,
"Daughter of the Bride",movie,Comedy,2023,tt21106970,5.5,660,
"Chernobyl: Secrets, Lies, and the Untold Stories",movie,Documentary,2022,tt19868242,6.8,83,
"Secrets of the FBI",movie,Documentary,2012,,,,
"LEGO DC Super Hero Girls: Galactic Wonder",movie,"Animation, Action, Comedy",2017,,,,
"The Silent Ones",movie,"Drama, Short, Thriller",2022,tt22054360,6.8,87,
"The Incredible Story of Kimchi",movie,Documentary,2022,tt23788406,8.2,11,
"Toucan Nation",movie,Documentary,2016,,,,
"First Snow of Summer",movie,Romance,2023,tt26508928,6.4,774,
"Super-Vilains: l'Enquête",movie,Documentary,2023,tt26498712,5.2,90,
"The Weeknd: Live at SoFi Stadium",movie,Music,2023,tt26685153,7.8,603,
"The Family Meeting",movie,"Comedy, Short",2023,tt16244956,,,
"Mini Beat Power Rockers: The Movie",movie,"Adventure, Animation, Family",2022,tt30400055,6.4,11,
"For All Humankind",movie,Documentary,2023,tt26626038,3.1,151,
"Marcella Arguello: Bitch, Grow Up!",movie,"Comedy, Short",2023,tt26623699,6,87,
"On the Pulse",movie,Drama,2023,tt28494237,5.9,381,
"Bishara - Från Instagram till Mello",movie,Documentary,2020,tt11687888,,,
"Resident Evil: Death Island",movie,"Action, Animation, Horror",2023,tt26674627,5.7,10142,
Holiday,movie,Thriller,2023,tt28503022,5.4,141,
"The Kiss List",movie,Romance,2023,tt19753884,4.7,146,
Éger,movie,"Crime, Drama",2023,tt26249342,5.4,96,
"Pens and Pencils",movie,"Short, Thriller",2022,tt14153488,7.4,49,
"The Watchers",movie,"Fantasy, Horror, Mystery",2024,tt26736843,5.7,56135,
"Emergency Contact",movie,"Comedy, Short",2015,tt4037922,7,41,
"Comunión Con El Diablo",movie,Horror,2023,,,,
"The Devil's Academy",movie,"Documentary, Drama, Fantasy",2023,tt24940422,3.8,105,
"Time Bomb Y2K",movie,Documentary,2023,tt26786629,6.2,1076,
"Michigan Hell House",movie,"Documentary, Drama, Fantasy",2023,tt24939726,6.3,82,
"Marlon Wayans: God Loves Me",movie,Comedy,2023,tt26753138,6.6,738,
Siege,movie,"Action, Adventure, Crime",2023,tt16156592,5.2,1135,
"War Zone: Bear Grylls meets President Zelenskyy",movie,Documentary,2023,tt26763622,5.9,360,
"Waiting for Dali",movie,"Comedy, Drama, Romance",2023,tt7710588,6.8,1009,
"Something's Brewing",movie,Romance,2023,tt22496962,6,448,
Helena,movie,"Drama, Romance",2012,tt2662392,,,
"Journey to Bethlehem",movie,"Adventure, Family, Musical",2023,tt13848804,6.4,3282,
"Carrot Cake Murder: A Hannah Swensen Mystery",movie,"Crime, Drama, Mystery",2023,tt26928076,6.2,898,
"The Professional Bridesmaid",movie,Romance,2023,tt27010283,6.2,1035,
"A Pinch of Portugal",movie,Romance,2023,tt27244707,6.1,1090,
"Hearts in the Game",movie,"Comedy, Romance",2023,tt27138882,6.4,903,
"Spring Breakthrough",movie,"Drama, Family, Romance",2023,tt27244847,5.7,335,
"Gray Matter",movie,"Drama, Sci-Fi, Thriller",2023,tt25947954,5,1304,
Chalga,movie,Drama,2023,tt27179834,5,616,
Volveré,movie,Drama,2023,tt29106482,6.8,37,
"The Vanishing Soldier",movie,"Drama, Thriller, War",2023,tt27817584,6.3,358,
"O Faixa Preta",movie,"Biography, Drama, Sport",2022,tt23651588,6.9,115,
"In the Company of Women",movie,Drama,2023,tt21957904,6.3,429,
"50 km/h",movie,Comedy,2024,tt27395353,6.1,577,
Papi,movie,"Documentary, Short",2020,tt13892332,6.6,5,
"Lady Bouncer",movie,"Comedy, Short",2017,tt6942224,6.2,28,
"The Walk",movie,"Action, Drama, Short",2015,tt3758526,6.6,44,
"The Man with No Face",movie,"Crime, Documentary",2023,tt26753485,7.5,89,
"Killing Crabs",movie,Drama,2023,tt15270666,4.9,581,
"Grand Tour",movie,"Drama, History, Romance",2024,tt27180099,6.6,1476,
"The Idaho College Murders",movie,Crime,2023,tt26849851,5.8,284,
"Beyond 'The Golden Compass': The Magic of Philip Pullman",movie,Documentary,2007,tt1147716,7,61,
"Mr. Monk's Last Case: A Monk Movie",movie,"Comedy, Crime, Mystery",2023,tt27145269,6.7,11272,
"Experimentul Pitesti",movie,"Biography, Drama, History",2023,tt4623752,5.9,182,
Rispet,movie,Drama,2023,tt15502282,5.5,43,
"Jason Isbell: Running With Our Eyes Closed",movie,"Documentary, Music",2023,,,,
Confessions,movie,Thriller,2023,tt20196104,6.7,653,
"Murders at the Burger Joint",movie,"Crime, Documentary",2022,tt22034936,5.7,121,
"My Paper Dolls",movie,Comedy,2023,tt16280438,6.3,162,
"1000% Me: Growing Up Mixed",movie,Documentary,2023,tt27561913,7.3,207,
"How We Get Free",movie,"Documentary, Short",2023,tt26909136,6.3,185,
"The Land of Women",movie,Drama,2023,tt7143882,5.4,75,
"All About the Little Things",movie,"Comedy, Drama",2023,tt27447581,5.8,27,
"The Diary of Paulina P.",movie,Family,2023,tt27190968,6.3,249,
Ex-Husbands,movie,"Comedy, Drama",2023,tt21347764,6,625,
Snag,movie,"Action, Mystery, Thriller",2023,tt26082308,4.2,585,
"They Called Him Mostly Harmless",movie,"Crime, Documentary, Mystery",2024,tt31049718,5.9,3207,
"The World's Fattest Man: 10 Years On",movie,Documentary,2021,tt21946080,6.1,14,
"Foremost by Night",movie,Drama,2023,tt21882016,5.8,233,
"Taz: Quest for Burger",movie,"Adventure, Animation, Comedy",2023,tt27469256,5.6,125,
"The Monk and the Gun",movie,"Comedy, Drama",2023,tt15560314,7.1,3512,
"Traces of Love",movie,"Comedy, Drama, Fantasy",2024,tt30982333,6.5,904,
"Night of Their Break-up",movie,,2023,,,,
"All-Star Halloween Spectacular",movie,Reality-TV,2016,tt6132566,6.8,17,
"John Early: Now More Than Ever",movie,"Comedy, Documentary",2023,tt11459818,6.4,453,
"Own Forest",movie,Documentary,2023,tt23849788,7.8,51,
Mercy,movie,"Action, Drama",2023,tt26439204,4.5,2246,
Rites,movie,Short,2022,tt27377247,6.6,33,
"Peter & the Wolf",movie,"Adventure, Animation, Family",2023,tt29277717,6.6,425,
"The Buriti Flower",movie,Drama,2023,tt27502245,6.5,358,
"Megalodon: The New Evidence",movie,Documentary,2014,,,,
"Waitress: The Musical",movie,"Comedy, Drama, Musical",2023,tt15477042,7.8,2688,
"Blackbird Blackbird Blackberry",movie,Drama,2023,tt27737950,7.1,1511,
"Smoking Tigers",movie,Drama,2023,tt21097936,6.2,269,
"Unsung Hero",movie,"Drama, Family",2024,tt23638614,7,4928,
"Rock Hudson: All That Heaven Allowed",movie,Documentary,2023,tt13514636,7.3,1616,
"A Revolution on Canvas",movie,"Documentary, Thriller",2023,tt27549854,7.3,119,
"The Lionheart",movie,Documentary,2023,tt27543996,7.3,346,
"Taylor Mac's 24-Decade History of Popular Music",movie,"Documentary, Music",2023,tt27549751,7.6,151,
Englemageren,movie,"Crime, Thriller",2023,tt22203026,5.3,2524,
Vika!,movie,Documentary,2023,tt27773947,6.5,162,
"Lemon Tree",movie,"Drama, Short",2023,tt27543446,6.3,261,
"Me contro Te - Il film: Vacanze in Transilvania",movie,Family,2023,tt27715920,3.9,79,
"Silos Baking Competition",movie,Reality-TV,2022,tt21613984,5,42,
"Holiday Edition",movie,Reality-TV,2022,tt24513336,,,
"As It Was",movie,"Drama, Short",2023,tt27611321,6,75,
"Breaking New Ground: Expanding the Silos",movie,Documentary,2021,tt14214350,,,
"When the Sun Sets",movie,,2023,,,,
"When in Rome",movie,"Comedy, Drama, Romance",2024,tt27123082,6.1,734,
"Love's Greek to Me",movie,Romance,2023,tt27689644,5.9,967,
"The Spawn of El Diablo",movie,Documentary,2021,tt15514560,4.5,14,
"Even Though It's Night",movie,"Drama, Short",2023,tt20356046,6,102,
Electra,movie,"Animation, Short",2023,tt27683631,7.1,238,
"Babylon 5: The Road Home",movie,"Animation, Sci-Fi",2023,tt27712788,6.6,1772,
"This Time Next Year",movie,"Comedy, Romance",2024,tt16301164,5.6,2154,
"August 13th",movie,"Drama, Short, Thriller",2022,tt23476888,6.6,31,
"The Queen of My Dreams",movie,"Comedy, Drama",2023,tt21876438,6.6,392,
"The A-Team",movie,,2021,,,,
"After the Bite",movie,Documentary,2023,tt14746834,6.1,467,
"Donyale Luna: Supermodel",movie,Documentary,2023,tt21046314,7.3,282,
"My King Charles III",movie,Documentary,2022,,,,
"Between the Temples",movie,Comedy,2024,tt27722375,6.3,2846,
"Better Times",movie,"Comedy, Drama",2023,tt21875240,6.3,805,
"El Delfín",movie,Drama,2022,,,,
"Bigfoot: Fear in the Woods",movie,"Documentary, Drama, Fantasy",2020,tt21967866,5.1,28,
"Sarah Silverman: Someone You Love",movie,Comedy,2023,tt27443713,6.2,1334,
"When Fucking Spring is in the Air",movie,Drama,2024,tt28756749,6.1,193,
"Ariel: Back to Buenos Aires",movie,Drama,2022,tt11790268,6.1,790,
"Ghost Adventures: Devil's Den",movie,"Documentary, History, Reality-TV",2022,tt22397628,7.3,62,
"Ghost Adventures: Horror at Joe Exotic Zoo",movie,"Horror, Reality-TV",2020,tt13183358,6.5,59,
Jan,movie,"Drama, Short",2022,tt23551876,,,
"Lego Friends: The Next Chapter: New Beginnings",movie,Family,2023,tt26485614,7,54,
"Buklerne Flytter Ind Hos Peddersen Og Findus",movie,,2023,,,,
"Breaking Point",movie,Sport,2023,tt12053110,4.5,384,
Sheroes,movie,"Action, Adventure, Comedy",2023,tt16970906,3.3,1652,
"Murder at Carter County Mines",movie,"Crime, Documentary, Short",2023,tt27860523,5.8,86,
"Yes, Chef! Christmas",movie,Comedy,2023,tt29552165,6.3,404,
"Field Day",movie,"Comedy, Family, Romance",2023,tt23812328,6.8,701,
"Where Are You, Christmas?",movie,"Comedy, Drama, Fantasy",2023,tt27496114,6.3,1284,
"Empty Nets",movie,Drama,2023,tt23143494,6.5,229,
"South to Black Power",movie,Documentary,2023,tt21630662,5.1,258,
"Take Me Away",movie,,2022,,,,
"Ghost Adventures: Lake of Death",movie,"Documentary, TV Movie",2023,,,,
"The Trainers",movie,Comedy,2024,tt29941691,5.5,287,
"A Sensitive Person",movie,Drama,2023,tt19396766,5.4,20,
"Aloha Heart",movie,"Comedy, Romance",2023,tt28145543,5.6,737,
"I Won't Die",movie,Documentary,2023,tt19846046,7.1,47,
"The Final Race",movie,"Action, Comedy, Family",2023,tt20355484,5.1,1968,
"Matriarch of Murder?",movie,Crime,2023,,,,
"When We Lost to the Germans",movie,Drama,2023,tt18816030,7.1,198,
"Blaga's Lessons",movie,Drama,2023,tt27996716,7.1,1081,
"Jurassic Ghost Town: A Mass Murder Mystery",movie,History,2023,tt28037667,5.9,43,
"What Happened at Fells Acres?",movie,Documentary,2023,tt28021981,6.6,119,
"Cannes Uncut",movie,Documentary,2023,tt14909014,6.3,66,
"Brutal Heat",movie,Drama,2023,tt28544245,4.4,173,
"Snake Gas",movie,Drama,2023,tt19636278,3.3,30,
Splashback,movie,"Comedy, Drama, History",2023,tt28024611,7.4,166,
"Ancient Armageddon",movie,History,2023,tt27950781,6.2,135,
Freedom,movie,"Drama, Thriller, War",2023,tt25504794,7.4,1953,
